"Parent Molecule";"Name";"Synonyms";"Research Codes";"Phase";"Drug Applicants";"USAN Stem";"USAN Year";"USAN Definition";"USAN Stem - Substem";"First Approval";"ATC Codes";"Level 4 ATC Codes";"Level 3 ATC Codes";"Level 2 ATC Codes";"Level 1 ATC Codes";"Indication Class";"Patent";"Drug Type";"Passes Rule of Five";"First In Class";"Chirality";"Prodrug";"Oral";"Parenteral";"Topical";"Black Box";"Availability Type";"Smiles";"Inchi";"Withdrawn Flag";"Orphan"
"CHEMBL1200853";"DYDROGESTERONE";"DIDROGESTERONA|DUPHASTON|DUPHASTON-HRT|DYDROGESTERONE|GYNOREST|ISOPREGNENONE|NSC-92336";"NSC-92336";"4.0";"Solvay Pharmaceuticals";"'-gest-; -ster-; -terone'";"1962";"progestins; steroids (androgens, anabolics); antiandrogens";"'-gest-(-gest-); -ster-(-ster-); -terone(-terone)'";"1982";"G03DB01";"G03DB - Pregnadien derivatives";"G03D - PROGESTOGENS";"G03 - SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM";"G - GENITO URINARY SYSTEM AND SEX HORMONES";"Progestin";"None";"1:Synthetic Small Molecule";"1";"0";"Single Stereoisomer";"0";"1";"0";"0";"0";"Discontinued";"CC(=O)[C@H]1CC[C@H]2[C@@H]3C=CC4=CC(=O)CC[C@@]4(C)[C@@H]3CC[C@]12C";"InChI=1S/C21H28O2/c1-13(22)17-6-7-18-16-5-4-14-12-15(23)8-10-20(14,2)19(16)9-11-21(17,18)3/h4-5,12,16-19H,6-11H2,1-3H3/t16-,17+,18-,19+,20+,21+/m0/s1";"False";"0"
"CHEMBL1237072";"DIRITHROMYCIN";"DIRITHROMYCIN|DIRITHROMYCINE|DIRITROMICINA|DYNABAC|LY 237216|LY-237216|NSC-758672";"LY 237216|LY-237216|NSC-758672";"4.0";"Lilly Research Laboratories";"'-mycin'";"1989";"antibiotics (Streptomyces strain)";"'-mycin(-mycin)'";"1995";"J01FA13";"J01FA - Macrolides";"J01F - MACROLIDES, LINCOSAMIDES AND STREPTOGRAMINS";"J01 - ANTIBACTERIALS FOR SYSTEMIC USE";"J - ANTIINFECTIVES FOR SYSTEMIC USE";"";"None";"1:Synthetic Small Molecule";"0";"0";"Single Stereoisomer";"1";"1";"0";"0";"0";"Discontinued";"CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)[C@@H]2N[C@@H](COCCOC)O[C@H]([C@H]2C)[C@]1(C)O";"InChI=1S/C42H78N2O14/c1-15-29-42(10,49)37-24(4)32(43-30(56-37)21-52-17-16-50-13)22(2)19-40(8,48)36(58-39-33(45)28(44(11)12)18-23(3)53-39)25(5)34(26(6)38(47)55-29)57-31-20-41(9,51-14)35(46)27(7)54-31/h22-37,39,43,45-46,48-49H,15-21H2,1-14H3/t22-,23-,24+,25+,26-,27+,28+,29-,30-,31+,32+,33-,34+,35+,36-,37-,39+,40-,41-,42-/m1/s1";"False";"0"
"CHEMBL415";"CLOMIPRAMINE";"3-CHLORO-IMINODIBENZYL|ANAPRAMINE|Anafranil|CHLORIMIPRAMINE|CLOMICALM|CLOMIPRAMINA|CLOMIPRAMINE|Clomipramine|NSC-169865";"NSC-169865";"4.0";"Jubilant Cadista Pharmaceuticals Inc|Mankind Pharma Ltd|Micro Labs Ltd|Taro Pharmaceutical Industries Ltd|Aurobindo Pharma Ltd|Specgx Llc|Teva Pharmaceuticals Usa Inc|Lupin Ltd|Unique Pharmaceutical Laboratories A Div Of Jb Chemicals And Pharmaceuticals Ltd|Rk Pharma Inc";"'-pramine'";"1970";"antidepressants (imipramine type)";"'-pramine(-pramine)'";"1989";"N06AA04";"N06AA - Non-selective monoamine reuptake inhibitors";"N06A - ANTIDEPRESSANTS";"N06 - PSYCHOANALEPTICS";"N - NERVOUS SYSTEM";"Antidepressant";"None";"1:Synthetic Small Molecule";"1";"0";"Achiral Molecule";"0";"1";"0";"0";"1";"Prescription Only";"CN(C)CCCN1c2ccccc2CCc2ccc(Cl)cc21";"InChI=1S/C19H23ClN2/c1-21(2)12-5-13-22-18-7-4-3-6-15(18)8-9-16-10-11-17(20)14-19(16)22/h3-4,6-7,10-11,14H,5,8-9,12-13H2,1-2H3";"False";"0"
"CHEMBL295698";"LEVOKETOCONAZOLE";"(-)-(2S,4R)-KETOCONAZOLE|2S,4R KETOCONAZOLE|2S,4R-KETOCONAZOLE|COR-003|COR003|DIO-902|Extina|KETOCONAZOLE, (2S,4R)-|Ketosidin|Ketozole|LEVOKETOCONAZOL|LEVOKETOCONAZOLE|NORMOCORT|Nizoral|Nizoral a-d|Panfungol|R-41400|RECORLEV|Xolegel";"COR-003|COR003|DIO-902|R-41400";"4.0";"Strongbridge Dublin Ltd";"'-conazole'";"2015";"systemic antifungals (miconazole type)";"'-conazole(-conazole)'";"2021";"H02CA04";"H02CA - Anticorticosteroids";"H02C - ANTIADRENAL PREPARATIONS";"H02 - CORTICOSTEROIDS FOR SYSTEMIC USE";"H - SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULINS";"Antifungal";"US-9918984-B2";"1:Synthetic Small Molecule";"0";"0";"Single Stereoisomer";"0";"1";"0";"0";"1";"Prescription Only";"CC(=O)N1CCN(c2ccc(OC[C@@H]3CO[C@@](Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1";"InChI=1S/C26H28Cl2N4O4/c1-19(33)31-10-12-32(13-11-31)21-3-5-22(6-4-21)34-15-23-16-35-26(36-23,17-30-9-8-29-18-30)24-7-2-20(27)14-25(24)28/h2-9,14,18,23H,10-13,15-17H2,1H3/t23-,26-/m1/s1";"False";"0"
"CHEMBL446061";"TROLAMINE";"NSC-36718|TRIETHANOLAMINE|TROLAMINA|TROLAMINE|XERUMENEX";"NSC-36718";"4.0";"";"";"";"";"";"";"D03AX12";"D03AX - Other cicatrizants";"D03A - CICATRIZANTS";"D03 - PREPARATIONS FOR TREATMENT OF WOUNDS AND ULCERS";"D - DERMATOLOGICALS";"Pharmaceutic Aid (alkalizing agent); Analgesic";"None";"1:Synthetic Small Molecule";"1";"0";"Achiral Molecule";"0";"0";"0";"0";"0";"Unknown";"OCCN(CCO)CCO";"InChI=1S/C6H15NO3/c8-4-1-7(2-5-9)3-6-10/h8-10H,1-6H2";"False";"0"
"CHEMBL1520";"VARDENAFIL";"BAY-389456|BAY38-9456|LEVITRA|VARDENAFIL|VIVANZA|Vardenafil";"BAY-389456|BAY38-9456";"4.0";"Crossmedika Sa|Teva Pharmaceuticals Usa|Amneal Pharmaceuticals Co Gmbh|Macleods Pharmaceuticals Ltd|Bayer Healthcare Pharmaceuticals Inc|Watson Laboratories Inc An Indirect Wholly Owned Sub Of Teva Pharmaceuticals Usa Inc|Alembic Pharmaceuticals Ltd|Zydus Pharmaceuticals Usa Inc";"'-afil'";"2001";"phosphodiesterase type 5 inhibitors (PDE5) inhibitors: (PDE5) inhibitors containing a sulfonamide moiety";"'-afil(-afil (denafil))'";"2003";"G04BE09";"G04BE - Drugs used in erectile dysfunction";"G04B - UROLOGICALS";"G04 - UROLOGICALS";"G - GENITO URINARY SYSTEM AND SEX HORMONES";"";"US-8273876-B2";"1:Synthetic Small Molecule";"1";"0";"Achiral Molecule";"0";"1";"0";"0";"0";"Prescription Only";"CCCc1nc(C)c2c(=O)nc(-c3cc(S(=O)(=O)N4CCN(CC)CC4)ccc3OCC)[nH]n12";"InChI=1S/C23H32N6O4S/c1-5-8-20-24-16(4)21-23(30)25-22(26-29(20)21)18-15-17(9-10-19(18)33-7-3)34(31,32)28-13-11-27(6-2)12-14-28/h9-10,15H,5-8,11-14H2,1-4H3,(H,25,26,30)";"False";"0"
"CHEMBL220492";"TOPIRAMATE";"(-)-TOPIRAMATE|EPITOMA|EPITOMAX|EPRONTIA|MCN-4853|QUDEXY|QUDEXY XR|RWJ-17021|RWJ-17021-000|SINCRONIL|TOPAMAC|TOPAMAX|TOPAMAX SPRINKLE|TOPIMAX|TOPINA|TOPIRAMATE|TOPIRAMATO|TOPOMAX|TROKENDI XR|USL-255|USL255";"MCN-4853|RWJ-17021|RWJ-17021-000|USL-255|USL255";"4.0";"Sun Pharmaceutical Industries Ltd|Aurobindo Pharma Ltd|Alkem Laboratories Ltd|Roxane Laboratories Inc|Strides Pharma Global Pte Ltd|Invagen Pharmaceuticals Inc|Janssen Pharmaceuticals Inc|Teva Pharmaceuticals Usa Inc|Zydus Worldwide Dmcc|Torrent Pharmaceuticals Ltd";"";"1987";"";"";"1996";"N03AX11";"N03AX - Other antiepileptics";"N03A - ANTIEPILEPTICS";"N03 - ANTIEPILEPTICS";"N - NERVOUS SYSTEM";"Anticonvulsant";"US-8298580-B2;US-8298576-B2";"1:Synthetic Small Molecule";"1";"0";"Single Stereoisomer";"0";"1";"0";"0";"0";"Prescription Only";"CC1(C)O[C@@H]2[C@@H](CO[C@@]3(COS(N)(=O)=O)OC(C)(C)O[C@@H]23)O1";"InChI=1S/C12H21NO8S/c1-10(2)18-7-5-16-12(6-17-22(13,14)15)9(8(7)19-10)20-11(3,4)21-12/h7-9H,5-6H2,1-4H3,(H2,13,14,15)/t7-,8-,9+,12+/m1/s1";"False";"0"
"CHEMBL24924";"FLUINDIONE";"2-(P-FLUOROPHENYL)-1,3-INDANDIONE|FLUINDIONA|FLUINDIONE|PREVISCAN|PREVISCCAN";"";"4.0";"";"";"";"";"";"";"B01AA12";"B01AA - Vitamin K antagonists";"B01A - ANTITHROMBOTIC AGENTS";"B01 - ANTITHROMBOTIC AGENTS";"B - BLOOD AND BLOOD FORMING ORGANS";"";"None";"1:Synthetic Small Molecule";"1";"0";"Achiral Molecule";"0";"0";"0";"0";"0";"Unknown";"O=C1c2ccccc2C(=O)C1c1ccc(F)cc1";"InChI=1S/C15H9FO2/c16-10-7-5-9(6-8-10)13-14(17)11-3-1-2-4-12(11)15(13)18/h1-8,13H";"False";"0"
"CHEMBL238071";"VINDESINE";"COMPOUND 112531|COMPOUND-112531|VINDESINA|VINDESINE";"COMPOUND 112531|COMPOUND-112531";"4.0";"";"'vin-'";"1976";"vinca alkaloids";"'vin-(vin-)'";"";"L01CA03";"L01CA - Vinca alkaloids and analogues";"L01C - PLANT ALKALOIDS AND OTHER NATURAL PRODUCTS";"L01 - ANTINEOPLASTIC AGENTS";"L - ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS";"";"None";"1:Synthetic Small Molecule";"0";"0";"Single Stereoisomer";"0";"0";"0";"0";"0";"Unknown";"CC[C@]1(O)C[C@@H]2CN(CCc3c([nH]c4ccccc34)[C@@](C(=O)OC)(c3cc4c(cc3OC)N(C)[C@H]3[C@@](O)(C(N)=O)[C@H](O)[C@]5(CC)C=CCN6CC[C@]43[C@@H]65)C2)C1";"InChI=1S/C43H55N5O7/c1-6-39(52)21-25-22-42(38(51)55-5,33-27(13-17-47(23-25)24-39)26-11-8-9-12-30(26)45-33)29-19-28-31(20-32(29)54-4)46(3)35-41(28)15-18-48-16-10-14-40(7-2,34(41)48)36(49)43(35,53)37(44)50/h8-12,14,19-20,25,34-36,45,49,52-53H,6-7,13,15-18,21-24H2,1-5H3,(H2,44,50)/t25-,34-,35+,36+,39-,40+,41+,42-,43-/m0/s1";"False";"0"
"CHEMBL244888";"NIFUROXAZIDE";"ERCEFURYL 200|NIFUROXAZIDA|NIFUROXAZIDE|NSC-759261|RC-27109|SJ000287313";"NSC-759261|RC-27109|SJ000287313";"4.0";"";"'nifur-'";"";"5-nitrofuran derivatives";"'nifur-(nifur-)'";"";"A07AX03";"A07AX - Other intestinal antiinfectives";"A07A - INTESTINAL ANTIINFECTIVES";"A07 - ANTIDIARRHEALS, INTESTINAL ANTIINFLAMMATORY/ANTIINFECTIVE AGENTS";"A - ALIMENTARY TRACT AND METABOLISM";"";"None";"1:Synthetic Small Molecule";"1";"0";"Achiral Molecule";"0";"0";"0";"0";"0";"Unknown";"O=C(N/N=C/c1ccc([N+](=O)[O-])o1)c1ccc(O)cc1";"InChI=1S/C12H9N3O5/c16-9-3-1-8(2-4-9)12(17)14-13-7-10-5-6-11(20-10)15(18)19/h1-7,16H,(H,14,17)/b13-7+";"False";"0"
"CHEMBL105";"MITOMYCIN";"AMETYCINE|JELMYTO|MITOCIN-C|MITOMICINA|MITOMYCIN|MITOMYCIN C|MITOMYCIN-C|MITOMYCINE|MITOSOL|MITOZYTREX|MUAMYCIN|MUTAMYCIN|Mytozytrex|NSC-26980|UGN-101|UGN-102";"NSC-26980|UGN-101|UGN-102";"4.0";"Bristol Laboratories Inc Div Bristol Myers Co|Meitheal Pharmaceuticals Inc|Bristol Myers Co|Supergen Inc|Accord Healthcare Inc|Urogen Pharma Ltd|Hikma Pharmaceuticals Usa Inc|Gland Pharma Ltd|Mobius Therapeutics Llc|Rk Pharma Inc";"'-mycin'";"1972";"antibiotics (Streptomyces strain)";"'-mycin(-mycin)'";"1981";"L01DC03";"L01DC - Other cytotoxic antibiotics";"L01D - CYTOTOXIC ANTIBIOTICS AND RELATED SUBSTANCES";"L01 - ANTINEOPLASTIC AGENTS";"L - ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS";"Antineoplastic";"US-7806265-B2";"1:Synthetic Small Molecule";"1";"0";"Single Stereoisomer";"0";"0";"1";"1";"1";"Prescription Only";"CO[C@@]12[C@H](COC(N)=O)C3=C(C(=O)C(C)=C(N)C3=O)N1C[C@@H]1N[C@@H]12";"InChI=1S/C15H18N4O5/c1-5-9(16)12(21)8-6(4-24-14(17)22)15(23-2)13-7(18-13)3-19(15)10(8)11(5)20/h6-7,13,18H,3-4,16H2,1-2H3,(H2,17,22)/t6-,7+,13+,15-/m1/s1";"False";"0"
"CHEMBL498847";"SECNIDAZOLE";"Deprozol|Flagentyl|NSC-759812|ORNIDAZOLE METABOLITE M4|PM-185184|RP 14539|RP-14539|SECNIDAL|SECNIDAZOL|SECNIDAZOLE|SECNIDAZOLE ANHYDROUS|SOLOSEC|SYM-1219|Sabima|Secnol";"NSC-759812|PM-185184|RP 14539|RP-14539|SYM-1219";"4.0";"Lupin Inc";"'-nidazole'";"2015";"antiprotozoal substances (metronidazole type)";"'-nidazole(-nidazole)'";"2017";"P01AB07";"P01AB - Nitroimidazole derivatives";"P01A - AGENTS AGAINST AMOEBIASIS AND OTHER PROTOZOAL DISEASES";"P01 - ANTIPROTOZOALS";"P - ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS";"";"US-10335390-B2";"1:Synthetic Small Molecule";"1";"0";"Racemic Mixture";"0";"1";"0";"0";"0";"Prescription Only";"Cc1ncc([N+](=O)[O-])n1CC(C)O";"InChI=1S/C7H11N3O3/c1-5(11)4-9-6(2)8-3-7(9)10(12)13/h3,5,11H,4H2,1-2H3";"False";"0"
"CHEMBL965";"CARBAMOYLCHOLINE";"CARBAMOYLCHOLINE|Carbachol|Carbastat|Miostat";"";"4.0";"Alcon Laboratories Inc|Pharmafair Inc|Novartis Pharmaceuticals Corp";"";"";"";"";"1972";"";"";"";"";"";"Cholinergic (ophthalmic)";"None";"1:Synthetic Small Molecule";"1";"0";"Achiral Molecule";"0";"0";"1";"0";"0";"Prescription Only";"C[N+](C)(C)CCOC(N)=O";"InChI=1S/C6H14N2O2/c1-8(2,3)4-5-10-6(7)9/h4-5H2,1-3H3,(H-,7,9)/p+1";"False";"0"
"CHEMBL21333";"PRANLUKAST";"AZLAIRE|CCN 00401|CCN-00401|ONO 1078|ONO-1078|PRANLUKAST|RS 411|RS-411|SB 205312|SB-205312";"CCN 00401|CCN-00401|ONO 1078|ONO-1078|RS 411|RS-411|SB 205312|SB-205312";"4.0";"";"'-ast'";"";"antiasthmatics/antiallergics (not acting primarily as antihistamines): leukotriene receptor antagonists";"'-ast(-ast (-lukast))'";"1995";"R03DC02";"R03DC - Leukotriene receptor antagonists";"R03D - OTHER SYSTEMIC DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES";"R03 - DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES";"R - RESPIRATORY SYSTEM";"";"None";"1:Synthetic Small Molecule";"1";"0";"Achiral Molecule";"0";"1";"0";"0";"0";"Unknown";"O=C(Nc1cccc2c(=O)cc(-c3nnn[nH]3)oc12)c1ccc(OCCCCc2ccccc2)cc1";"InChI=1S/C27H23N5O4/c33-23-17-24(26-29-31-32-30-26)36-25-21(23)10-6-11-22(25)28-27(34)19-12-14-20(15-13-19)35-16-5-4-9-18-7-2-1-3-8-18/h1-3,6-8,10-15,17H,4-5,9,16H2,(H,28,34)(H,29,30,31,32)";"False";"0"
"CHEMBL301267";"ARTEMOTIL";".BETA.-ARTEETHER|ARTEETHER|ARTEMOTIL|ARTEMOTILO|ARTEMOTILUM|NSC-665971";"NSC-665971";"4.0";"";"'arte-'";"";"antimalarials (artemisin derivatives)";"'arte-(arte-)'";"";"P01BE04";"P01BE - Artemisinin and derivatives, plain";"P01B - ANTIMALARIALS";"P01 - ANTIPROTOZOALS";"P - ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS";"";"None";"1:Synthetic Small Molecule";"1";"0";"Single Stereoisomer";"0";"0";"1";"0";"0";"Unknown";"CCO[C@H]1O[C@@H]2O[C@@]3(C)CC[C@H]4[C@H](C)CC[C@@H]([C@H]1C)[C@@]24OO3";"InChI=1S/C17H28O5/c1-5-18-14-11(3)13-7-6-10(2)12-8-9-16(4)20-15(19-14)17(12,13)22-21-16/h10-15H,5-9H2,1-4H3/t10-,11-,12+,13+,14+,15-,16-,17-/m1/s1";"False";"0"
"CHEMBL1442422";"DIBENZEPIN";"DIBENZEPIN|DIBENZEPINA|DIBENZEPINE";"";"4.0";"";"'-pin'";"1964";"tricyclic compounds";"'-pin(-pin)'";"";"N06AA08";"N06AA - Non-selective monoamine reuptake inhibitors";"N06A - ANTIDEPRESSANTS";"N06 - PSYCHOANALEPTICS";"N - NERVOUS SYSTEM";"Antidepressant";"None";"1:Synthetic Small Molecule";"1";"0";"Achiral Molecule";"0";"0";"0";"0";"0";"Unknown";"CN(C)CCN1C(=O)c2ccccc2N(C)c2ccccc21";"InChI=1S/C18H21N3O/c1-19(2)12-13-21-17-11-7-6-10-16(17)20(3)15-9-5-4-8-14(15)18(21)22/h4-11H,12-13H2,1-3H3";"False";"0"
"CHEMBL869";"NITROFURAZONE";"ACTIN-N|FURACILIN|FURACIN|FURACINE|Furazone|NITROFURAL|NITROFURAZONE|NSC-1602|NSC-2100|Nitrofural|Nitrofurazone";"NSC-1602|NSC-2100";"4.0";"Sherwood Medical Co|Lannett Co Inc|Shire Development Inc|Perrigo New York Inc|Wendt Laboratories Inc|Taro Pharmaceuticals Usa Inc|Ambix Laboratories Div Organics Corp America";"";"";"";"";"1945";"B05CA03 | P01CC02 | S02AA02 | D09AA03 | D08AF01 | S01AX04";"B05CA - Antiinfectives | P01CC - Nitrofuran derivatives | S02AA - Antiinfectives | D09AA - Medicated dressings with antiinfectives | D08AF - Nitrofuran derivatives | S01AX - Other antiinfectives";"B05C - IRRIGATING SOLUTIONS | P01C - AGENTS AGAINST LEISHMANIASIS AND TRYPANOSOMIASIS | S02A - ANTIINFECTIVES | D09A - MEDICATED DRESSINGS | D08A - ANTISEPTICS AND DISINFECTANTS | S01A - ANTIINFECTIVES";"B05 - BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS | P01 - ANTIPROTOZOALS | S02 - OTOLOGICALS | D09 - MEDICATED DRESSINGS | D08 - ANTISEPTICS AND DISINFECTANTS | S01 - OPHTHALMOLOGICALS";"B - BLOOD AND BLOOD FORMING ORGANS | P - ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS | S - SENSORY ORGANS | D - DERMATOLOGICALS | D - DERMATOLOGICALS | S - SENSORY ORGANS";"Anti-Infective, Topical";"None";"1:Synthetic Small Molecule";"1";"0";"Achiral Molecule";"0";"0";"0";"1";"0";"Withdrawn";"NC(=O)N/N=C/c1ccc([N+](=O)[O-])o1";"InChI=1S/C6H6N4O4/c7-6(11)9-8-3-4-1-2-5(14-4)10(12)13/h1-3H,(H3,7,9,11)/b8-3+";"True";"0"
"CHEMBL2308885";"CLOBETASONE BUTYRATE";"CCI 5537|CCI-5537|CLOBAVATE|CLOBET|CLOBETASONA|CLOBETASONE|CLOBETASONE 17-BUTYRATE|CLOBETASONE BUTYRATE|CLOBURATE|CLOBURATE-N|EUMOVATE|EUMOVATE N|GR 2/1214|KINDAVATE|TRIMOVATE";"CCI 5537|CCI-5537|GR 2/1214";"4.0";"";"";"1983";"";"";"";"S01BA09 | D07AB01";"S01BA - Corticosteroids, plain | D07AB - Corticosteroids, moderately potent (group II)";"S01B - ANTIINFLAMMATORY AGENTS | D07A - CORTICOSTEROIDS, PLAIN";"S01 - OPHTHALMOLOGICALS | D07 - CORTICOSTEROIDS, DERMATOLOGICAL PREPARATIONS";"S - SENSORY ORGANS | D - DERMATOLOGICALS";"Anti-Inflammatory";"None";"1:Synthetic Small Molecule";"1";"0";"Single Stereoisomer";"0";"0";"0";"0";"0";"Unknown";"CCCC(=O)O[C@]1(C(=O)CCl)[C@H](C)C[C@@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@]3(F)C(=O)C[C@@]21C";"InChI=1S/C26H32ClFO5/c1-5-6-22(32)33-26(21(31)14-27)15(2)11-19-18-8-7-16-12-17(29)9-10-23(16,3)25(18,28)20(30)13-24(19,26)4/h9-10,12,15,18-19H,5-8,11,13-14H2,1-4H3/t15-,18+,19-,23+,24+,25-,26+/m1/s1";"False";"0"
"CHEMBL146095";"GLAFENINE";"GLAFENIN|GLAFENINA|GLAFENINE|GLAPHENINE|GLYCERYLAMINOPHENAQUINE|NSC-757808|R 1707|R-1707";"NSC-757808|R 1707|R-1707";"4.0";"";"'-fenine'";"";"analgesics (fenamic acid subgroup)";"'-fenine(-fenine)'";"";"N02BG03";"N02BG - Other analgesics and antipyretics";"N02B - OTHER ANALGESICS AND ANTIPYRETICS";"N02 - ANALGESICS";"N - NERVOUS SYSTEM";"";"None";"1:Synthetic Small Molecule";"1";"0";"Racemic Mixture";"0";"0";"0";"0";"0";"Withdrawn";"O=C(OCC(O)CO)c1ccccc1Nc1ccnc2cc(Cl)ccc12";"InChI=1S/C19H17ClN2O4/c20-12-5-6-14-17(7-8-21-18(14)9-12)22-16-4-2-1-3-15(16)19(25)26-11-13(24)10-23/h1-9,13,23-24H,10-11H2,(H,21,22)";"True";"0"
"CHEMBL1172";"DESLORATADINE";"AERIUS|ALLEX|AZOMYR|CLARINEX|DASSELTA|DENOSIN|DESCARBOETHOXYLORATADINE|DESLORATADINA|DESLORATADINE|DESLORATADINE ACTAVIS|DESLORATADINE TEVA|LORATADINE RELATED COMPOUND A|LORATADINE RELATED COMPOUND A RS|MIDETORIN|NSC-759824|Neoclarityn|OPULIS|SCH 34117|SCH-34117";"NSC-759824|SCH 34117|SCH-34117";"4.0";"Belcher Pharmaceuticals Llc|Dr Reddys Laboratories Ltd|Sun Pharmaceutical Industries Ltd|Taro Pharmaceutical Industries Ltd|Merck Sharp And Dohme Corp|Orbion Pharmaceuticals Private Ltd|Organon Llc A Sub Of Organon And Co|Dash Pharmaceuticals Llc|Doctor Reddys Laboratories Ltd|Organon Llc";"'-atadine'";"1998";"tricyclic histaminic-H1 receptor antagonists, loratadine derivatives (formerly-tadine)";"'-atadine(-atadine)'";"2001";"R06AX27";"R06AX - Other antihistamines for systemic use";"R06A - ANTIHISTAMINES FOR SYSTEMIC USE";"R06 - ANTIHISTAMINES FOR SYSTEMIC USE";"R - RESPIRATORY SYSTEM";"";"None";"1:Synthetic Small Molecule";"1";"0";"Achiral Molecule";"0";"1";"0";"0";"0";"Prescription Only";"Clc1ccc2c(c1)CCc1cccnc1C2=C1CCNCC1";"InChI=1S/C19H19ClN2/c20-16-5-6-17-15(12-16)4-3-14-2-1-9-22-19(14)18(17)13-7-10-21-11-8-13/h1-2,5-6,9,12,21H,3-4,7-8,10-11H2";"False";"0"
"CHEMBL711";"PHENINDIONE";"DANILONE|DINDEVAN|FENINDIONA|HEDULIN|NSC-41693|PHENINDIONE|PHENYLINDANEDIONE|Phenindione";"NSC-41693";"4.0";"Sanofi Aventis Us Llc";"";"";"";"";"1982";"B01AA02";"B01AA - Vitamin K antagonists";"B01A - ANTITHROMBOTIC AGENTS";"B01 - ANTITHROMBOTIC AGENTS";"B - BLOOD AND BLOOD FORMING ORGANS";"";"None";"1:Synthetic Small Molecule";"1";"0";"Achiral Molecule";"0";"1";"0";"0";"0";"Discontinued";"O=C1c2ccccc2C(=O)C1c1ccccc1";"InChI=1S/C15H10O2/c16-14-11-8-4-5-9-12(11)15(17)13(14)10-6-2-1-3-7-10/h1-9,13H";"False";"0"
"CHEMBL3183409";"APALUTAMIDE";"APALUTAMIDA|APALUTAMIDE|ARN-509|Erleada|JNJ-56021927";"ARN-509|JNJ-56021927";"4.0";"Janssen Biotech Inc";"'-lutamide'";"";"non-steroid antiandrogens";"'-lutamide(-lutamide)'";"2018";"L02BB05";"L02BB - Anti-androgens";"L02B - HORMONE ANTAGONISTS AND RELATED AGENTS";"L02 - ENDOCRINE THERAPY";"L - ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS";"";"US-8445507-B2";"1:Synthetic Small Molecule";"1";"0";"Achiral Molecule";"0";"1";"0";"0";"0";"Prescription Only";"CNC(=O)c1ccc(N2C(=S)N(c3cnc(C#N)c(C(F)(F)F)c3)C(=O)C23CCC3)cc1F";"InChI=1S/C21H15F4N5O2S/c1-27-17(31)13-4-3-11(8-15(13)22)30-19(33)29(18(32)20(30)5-2-6-20)12-7-14(21(23,24)25)16(9-26)28-10-12/h3-4,7-8,10H,2,5-6H2,1H3,(H,27,31)";"False";"0"
"CHEMBL601";"AMINOLEVULINIC ACID";".DELTA.-AMINOLEVULINIC ACID|AMINOLEVULINIC ACID|Aminolevulinic acid|Levulan";"";"4.0";"Dusa Pharmaceuticals Inc|Nx Development Corp|Biofrontera Bioscience Gmbh";"";"";"";"";"";"L01XD04";"L01XD - Sensitizers used in photodynamic/radiation therapy";"L01X - OTHER ANTINEOPLASTIC AGENTS";"L01 - ANTINEOPLASTIC AGENTS";"L - ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS";"Antineoplastic";"US-10357567-B1";"1:Synthetic Small Molecule";"1";"0";"Achiral Molecule";"0";"0";"0";"0";"0";"Unknown";"NCC(=O)CCC(=O)O";"InChI=1S/C5H9NO3/c6-3-4(7)1-2-5(8)9/h1-3,6H2,(H,8,9)";"False";"0"
"CHEMBL1788386";"TETRAMETHRIN";"TETRAMETHRIN|TETRAMETHRINE|TETRAMETRINA";"";"4.0";"";"";"";"";"";"";"P03BA04";"P03BA - Pyrethrines";"P03B - INSECTICIDES AND REPELLENTS";"P03 - ECTOPARASITICIDES, INCL. SCABICIDES, INSECTICIDES AND REPELLENTS";"P - ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS";"";"None";"1:Synthetic Small Molecule";"1";"0";"Racemic Mixture";"0";"0";"0";"0";"0";"Withdrawn";"CC(C)=CC1C(C(=O)OCN2C(=O)C3=C(CCCC3)C2=O)C1(C)C";"InChI=1S/C19H25NO4/c1-11(2)9-14-15(19(14,3)4)18(23)24-10-20-16(21)12-7-5-6-8-13(12)17(20)22/h9,14-15H,5-8,10H2,1-4H3";"True";"0"
